remote,exam_total,pid,anid,l01q1,l01q2,l01q3,l01q4,l01q5,l01q6,l01q7,l01q8,l01q9,l01q10,l02q1,l02q2,l02q3,l02q4,l02q5,l02q6,l02q7,l02q8,l02q9,l02q10,l02q11,l02q12,l02q13,l03q1,l03q2,l03q3,l03q4,l03q5,l03q6,l03q7,l03q8,l03q9,l03q10,l04q1,l04q2,l04q3,l04q4,l04q5,l04q6,l04q7,l04q8,l04q9,l04q10,l04q11,l04q12,l04q13,l04q14,l05q1,l05q2,l05q3,l05q4,l05q5,l05q6,l05q7,l05q8,l05q9,l05q10,l06q1,l06q2,l06q3,l06q4,l06q5,l06q6,l06q7,l06q8,l07q1,l07q2,l07q3,l07q4,l07q5,l07q6,l07q7,l07q8,l07q9,l07q10,l07q11,l07q12,l07q13,l07q14,l07q15,l07q16,l07q17,l08q1,l08q2,l08q3,l08q4,l09q1,l09q2,l09q3,l09q4,l09q5,l09q6,l09q7,l09q8,l09q9,l10q1,l10q2,l10q3,l10q4,l10q5,l10q6,l10q7,l10q8,l11q1,l11q2,l11q3,l11q4,l11q5,l11q6,l11q7,l11q8,l12q1,l12q2,l12q3,l12q4,l12q5,l12q6,l12q7,l12q8,l12q9,l12q10,l12q11,l13q1,l13q2,l13q3,l13q4,l13q5,l13q6,l13q7,l14q1,l14q2,l14q3,l14q4,l14q5,l14q6,l14q7,l15q1,l15q2,l15q3,l15q4,l15q5,l15q6,l15q7,l16q1,l16q2,l16q3,l16q4,l16q5,l16q6,l16q7,l16q8,l16q9,l17q1,l17q2,l17q3,l17q4,l17q5,l17q6,l17q7,l17q8,l17q9
#9987819F,52.5,A91041415,147,2,2,1,1,1,3,4,3,3,1,1,4,3,1,3,3,3,4,3,3,4,4,1,5,4,4,3,3,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,4,4,4,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,4,3,1,3,3,2,2,2,2,4,4,2,2,3,4,2,2,4,5,3,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,5,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,5,2,4,4,3,3,3,5,1,4,4,3,2,5,2,2,5,2,3,3,4,2,3,3,3,3,NA,3,3,1,2,2
#99896979,72.5,A91034175,65,2,2,3,2,4,3,3,3,5,1,1,3,3,5,3,3,4,4,3,3,2,3,1,3,4,4,5,3,2,2,3,2,1,5,4,4,3,NA,2,1,2,3,3,3,4,2,2,1,3,2,3,1,4,4,5,3,1,1,1,3,3,4,1,2,3,1,2,2,1,4,3,1,5,3,1,1,5,3,1,NA,3,4,2,2,1,1,3,4,2,2,2,3,3,4,3,1,NA,1,1,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,4,2,2,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,3,NA,1,3,3,5,5,5,3,3,5,3,3,3,3,4,3,3,3,2,2,3,3,3,2,2
#998D9480,74.5,A91112194,68,2,2,2,1,3,3,2,3,3,2,NA,3,3,5,3,NA,5,5,3,3,4,4,3,4,4,2,5,1,2,4,4,2,1,5,4,4,3,3,1,1,2,2,3,3,4,4,2,1,1,2,4,4,4,4,2,4,5,3,1,3,3,3,3,3,3,3,2,2,1,4,3,2,1,4,2,2,2,5,4,4,1,1,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,2,2,1,3,3,2,1,2,3,2,1,3,2,2,2,2,4,4,4,3,4,2,2,5,5,2,5,5,2,4,4,2,2,2,2,3,1,1,4,5,2,3,5,5,1,3,1,3,3,3,5,3,4,4,3,3,4,1,3
#9996E2ED,48,A10877635,246,2,2,4,1,3,3,2,2,4,NA,1,3,3,3,3,3,1,4,1,1,NA,NA,NA,3,4,4,4,3,4,2,2,1,1,5,1,1,3,3,1,1,1,4,4,NA,NA,NA,NA,1,2,NA,4,4,4,4,2,4,NA,5,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,4,2,3,1,4,1,1,1,1,5,1,NA,NA,3,3,4,3,2,1,5,5,NA,NA,NA,NA,NA,2,3,4,3,NA,NA,2,2,3,3,3,5,NA,2,2,5,2,2,1,2,1,1,1,1,1,1,NA,1,1,3,1,1,1,1,1,3,3,3,1,3,1,2,3,4,4
#9996F2FD,72,A11922669,129,2,2,1,1,4,3,2,2,2,1,1,3,3,1,3,5,1,1,1,3,2,2,2,2,4,4,3,3,1,3,4,2,1,NA,4,4,3,3,1,2,2,2,3,4,4,4,2,1,3,2,3,4,3,4,2,3,1,2,2,2,3,3,3,4,4,2,2,2,1,4,1,2,1,4,1,4,3,2,1,4,4,4,5,5,2,2,3,5,3,3,2,3,3,3,2,1,1,3,1,4,4,4,3,1,1,5,5,2,1,1,1,3,3,2,3,2,4,2,2,2,2,2,2,2,1,1,1,1,4,2,2,2,4,1,2,NA,NA,1,1,1,4,4,4,NA,1,5,2,NA,1,NA,2,2,4,4,2,1,3,NA,1,1,NA
#9A21C47F,43.5,A91032550,206,2,2,1,1,4,3,2,3,3,2,1,3,3,1,3,5,5,4,3,3,2,2,4,1,4,4,3,3,2,1,4,5,5,5,4,4,3,3,1,2,4,3,3,4,4,5,2,1,2,2,4,4,4,4,2,3,2,4,1,4,NA,3,3,2,3,1,3,2,1,4,3,2,1,4,2,4,2,2,1,4,1,NA,5,2,3,2,3,5,2,3,2,2,2,4,1,2,2,2,1,3,1,4,4,1,3,5,5,NA,1,3,3,3,2,3,2,NA,2,2,3,3,3,3,3,2,3,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,4,5,4,3,2,5,1,3,4,2,NA,NA,3,3,4,4,5,3,5,4,4
#9A2251E9,61.5,A12030564,235,2,2,1,1,2,2,4,3,3,2,1,3,3,4,1,3,4,5,NA,3,1,3,1,1,1,1,4,3,1,3,NA,NA,NA,5,2,4,3,3,3,3,1,1,NA,4,3,3,NA,1,2,1,1,NA,1,1,NA,3,NA,2,3,NA,3,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,3,1,1,4,NA,NA,NA,2,NA,2,2,1,1,3,2,NA,1,NA,2,2,NA,1,2,1,2,1,NA,2,2,NA,1,3,2,2,2,4,2,3,NA,4,2,2,1,2,3,4
#9A265DE1,51,A92406573,177,2,NA,3,3,2,3,3,3,3,2,2,3,3,1,3,3,1,5,3,4,3,4,4,5,5,4,3,3,NA,4,4,2,NA,5,2,3,2,NA,3,1,4,4,2,3,1,1,2,NA,2,2,4,3,2,2,2,5,2,2,2,1,3,3,1,2,1,1,2,2,1,4,3,4,1,1,3,2,3,3,4,NA,4,4,5,3,1,1,4,3,2,3,3,2,2,2,3,2,NA,2,1,3,3,4,2,1,2,4,3,1,1,1,2,2,1,3,3,1,4,4,4,3,NA,3,3,2,4,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,3,3,1,5,1,5,2,2,3,3,4,1,3,3,5
#9A2707BA,52,A12432521,210,2,2,3,2,4,3,3,3,5,1,1,3,3,5,3,3,2,3,3,3,2,2,2,1,4,4,4,3,4,5,4,1,1,4,1,4,5,5,1,1,1,4,3,4,2,2,2,1,3,2,4,4,4,4,5,3,4,1,1,3,3,4,1,3,3,1,3,3,1,5,3,1,1,2,4,1,5,1,3,1,3,4,4,4,1,2,3,4,1,2,3,2,3,2,3,2,2,4,1,3,3,4,4,1,1,5,5,2,2,4,1,3,3,3,5,4,2,3,4,3,3,3,2,2,3,1,4,3,3,NA,2,4,4,1,5,2,1,1,3,4,2,4,5,5,3,5,3,3,2,2,4,3,1,1,3,3,3,1,NA,4,2
#9A2F2B9E,78,A91083161,27,2,2,1,1,2,3,2,4,3,1,1,3,3,1,3,3,4,4,3,4,2,2,1,4,4,4,3,3,2,4,4,1,1,5,1,4,3,3,1,1,4,4,2,4,3,3,2,1,2,2,5,4,4,4,4,3,1,3,2,3,3,1,3,3,3,3,2,2,1,4,3,2,1,4,2,2,1,2,1,4,1,1,3,4,2,2,4,3,3,3,2,3,3,1,3,2,2,2,1,3,3,5,4,3,3,3,3,1,2,3,3,5,2,3,2,2,3,2,2,2,2,3,2,2,3,3,5,5,3,2,2,2,4,3,3,2,2,1,2,1,2,4,5,3,2,3,3,1,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
#9A32F55D,51,A11931237,186,2,2,1,1,4,3,2,3,3,5,1,3,3,1,3,3,4,4,3,3,2,2,2,5,4,3,3,3,1,2,2,2,2,4,4,4,4,5,1,1,1,5,5,4,2,5,2,1,2,2,4,4,4,4,5,3,1,1,1,4,4,1,3,3,3,3,3,2,1,4,5,1,1,4,2,3,3,4,2,4,1,3,2,4,2,2,2,2,3,3,2,3,2,1,3,3,2,2,1,4,4,3,3,1,3,2,5,2,1,5,3,1,2,3,2,2,3,3,2,3,4,4,3,2,1,1,5,5,3,2,2,2,1,3,3,3,1,3,2,2,2,4,5,3,3,4,4,3,4,3,2,3,4,3,4,4,4,1,1,1,5
#9A3767CA,66,A12151690,45,2,2,4,1,4,3,3,3,5,1,1,4,3,1,3,3,2,4,2,3,3,3,3,4,4,4,3,3,1,4,4,1,1,5,4,4,5,3,1,2,4,3,2,5,4,4,2,1,2,2,4,4,4,4,2,3,5,1,1,3,3,2,1,4,4,1,2,2,1,4,3,1,1,4,1,2,1,4,1,2,5,5,4,4,2,2,1,5,4,3,4,3,3,3,NA,3,2,1,1,2,2,4,4,2,1,3,5,2,1,2,3,1,2,2,2,2,1,2,3,1,3,3,3,2,2,2,1,1,NA,2,2,4,4,1,1,3,1,1,1,1,1,4,1,1,3,5,1,1,2,5,2,3,1,3,2,4,4,1,1,2,5
#9A37F954,63,A91054914,127,2,2,1,1,3,3,3,3,3,1,1,2,3,5,3,3,4,4,5,3,2,2,3,4,4,2,1,3,4,3,4,2,1,4,4,4,3,3,2,2,2,4,4,4,3,3,1,1,2,1,4,4,1,4,2,3,1,3,1,2,2,4,2,4,2,1,1,2,3,4,3,3,1,4,2,2,2,5,2,2,1,5,3,4,2,2,3,5,2,3,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,3,1,2,3,3,1,4,3,2,NA,5,2,4,4,2,4,3,2,3,3,5,1,2,2,2,1,1,1,1,3,1,1,1,1,3,5,5,4,4,5,2,3,1,5,4,2,3,3,4,2,4,1,1,1,4
#9A3AE242,83,A11967096,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,1,3,5,4,4,5,3,5,5,1,4,4,4,3,3,2,4,4,3,1,3,1,4,2,3,1,2,1,3,3,4,4,4,2,1,2,2,5,5,1,4,2,3,1,4,4,3,3,4,3,1,4,1,3,2,1,4,3,2,1,4,3,4,1,2,1,4,2,1,NA,NA,1,2,4,3,4,4,2,3,2,5,4,1,1,1,1,3,3,5,5,3,3,3,5,2,2,3,1,5,3,3,2,2,4,3,3,3,3,3,2,2,3,3,5,5,4,2,2,4,4,2,2,2,1,5,1,2,2,4,5,2,3,5,3,3,1,3,3,3,1,3,2,2,3,1,3,3,4
#9A3C68CE,61,A12413526,223,2,2,1,1,5,2,5,1,3,2,1,3,3,1,3,3,5,2,3,3,3,2,1,2,4,4,3,3,2,1,4,2,1,2,4,4,3,3,2,5,2,4,4,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,1,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
#9A3F399C,0,A12000073,263,2,2,4,1,2,3,2,3,3,1,1,3,3,1,1,5,2,5,3,3,3,3,1,4,4,4,3,3,2,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#9A45A877,79,A12357192,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,3,5,4,4,3,3,2,2,3,2,2,4,4,1,1,1,4,1,1,5,4,4,2,2,2,2,2,4,4,3,3,5,2,1,2,2,4,4,4,4,2,3,2,4,1,3,1,3,5,4,4,NA,2,2,4,4,3,1,1,1,1,2,1,1,3,2,1,1,3,5,2,2,5,5,3,3,2,2,2,2,4,1,1,1,1,5,2,5,NA,3,3,3,3,2,1,3,3,3,2,3,2,NA,1,5,4,4,3,3,2,2,5,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,5,5,2,1,1,5,2,3,2,2,3,3,3,3,4,1,3,1,1,2,2
#9A50F832,45.5,A12333075,245,2,2,1,1,4,4,4,4,4,2,1,3,3,2,3,3,5,5,3,3,3,3,3,3,3,4,5,5,4,3,4,4,4,5,1,4,3,3,1,1,4,3,3,4,4,4,2,1,2,2,3,4,4,4,4,3,1,2,2,3,3,1,1,1,1,1,1,1,3,4,3,1,1,2,2,2,2,2,3,4,1,4,2,4,1,2,3,3,4,4,1,2,2,2,2,1,1,2,2,4,4,2,2,1,1,5,5,1,1,1,1,3,1,1,2,2,3,3,4,4,3,3,2,2,3,3,1,1,1,2,2,1,1,3,2,3,2,3,4,4,4,4,5,1,1,5,3,3,3,3,3,3,2,2,2,2,3,3,3,1,1
#9A52E72F,59.5,A12151001,176,2,2,2,2,1,3,1,3,5,1,1,3,3,3,NA,3,4,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,2,3,2,2,2,3,2,3,3,3,2,1,2,2,4,4,4,4,4,3,5,3,1,2,3,4,1,5,4,NA,NA,NA,NA,3,2,2,4,4,1,2,1,1,2,2,2,5,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,4,1,1,1,1,1,1,1,2,1,1,2,1,3,3,4,1,4,4,3,1,2,2,2,2,1,2,1,2,4,4,1,1,3,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,3,2,3,2,2,2,2,2,4,1
#9A56CB07,74.5,A12028616,114,2,2,1,1,1,3,2,3,3,NA,1,5,3,1,5,5,4,4,4,5,2,2,2,5,4,4,NA,2,4,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,2,4,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,3,3,1,5,1,1,1,2,4,4,3,3,2,4,1,2,5,4,3,3,2,2,2,4,NA,NA,NA,3,3,2,2,5,4,1,1,3,3,2,2,3,3,1,2,2,2,2,2,2,1,1,2,2,4,4,1,1,5,5,1,2,4,1,1,2,2,4,2,2,1,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,1,1,2,4
#9A746E80,81.5,A11904151,8,2,2,1,1,3,3,2,3,3,2,1,3,3,1,3,3,2,2,3,3,3,2,1,2,4,4,1,5,2,4,4,1,1,4,4,4,2,3,2,1,2,2,2,4,5,5,2,1,4,3,4,4,4,4,2,3,5,1,1,3,3,2,1,4,3,3,1,2,1,4,3,1,1,4,2,4,2,2,4,4,1,1,5,4,1,2,4,4,3,3,2,2,2,1,3,1,1,1,1,3,3,4,4,1,1,5,5,2,1,1,3,1,3,3,2,2,2,2,3,3,2,2,2,2,2,3,3,1,3,2,2,1,1,3,3,2,2,1,1,2,5,5,5,1,1,5,3,3,4,4,3,3,3,3,4,4,3,3,1,2,2
#9A7A0DED,71,A10597924,102,2,2,2,1,2,3,2,3,3,2,2,3,3,1,3,3,5,4,2,3,2,2,3,4,4,4,5,3,2,4,4,1,1,3,3,4,3,3,1,5,3,4,4,5,3,3,5,1,2,2,3,3,1,4,2,1,1,1,3,2,2,1,1,2,2,1,1,2,1,4,3,4,1,3,2,2,2,5,4,4,2,1,5,4,2,2,3,2,1,3,2,2,2,5,4,NA,NA,4,4,4,4,4,4,3,3,3,5,2,1,3,3,1,3,3,2,2,4,1,3,1,1,2,2,2,2,3,4,5,2,2,2,4,4,NA,3,2,2,3,2,2,4,4,4,2,2,5,1,2,3,5,2,2,2,3,4,4,3,1,1,1,3
#9A7CED0B,61.5,A12303180,154,2,2,1,1,4,2,1,2,3,2,NA,NA,NA,1,3,3,3,5,3,4,2,3,1,2,4,4,3,3,2,1,NA,1,1,NA,4,4,2,3,1,2,2,2,2,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,3,NA,3,NA,1,2,1,4,3,NA,2,1,1,3,3,NA,4,4,3,3,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,4,1,3,4,1,5,5,2,2,3,3,3,1,NA,2,2,2,2,1,2,3,3,2,2,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,5,5,1,NA,3,2,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#9A7DB255,73,A91116238,62,2,2,1,1,1,3,2,1,3,2,1,3,3,1,3,3,5,4,2,2,2,2,1,4,4,4,1,1,2,3,4,1,1,5,4,4,5,5,2,2,2,3,3,4,5,5,2,1,3,4,4,4,4,4,2,4,5,1,1,3,3,1,1,3,3,1,2,2,1,4,5,4,5,4,2,2,2,2,4,4,4,1,1,1,1,1,5,5,3,3,2,3,2,5,2,1,1,1,1,2,3,4,4,2,NA,4,NA,2,1,1,3,1,1,1,4,2,2,5,2,4,2,3,3,NA,3,4,1,1,5,1,2,2,2,2,2,NA,NA,1,1,1,2,4,2,3,1,5,2,2,4,4,2,2,1,2,4,3,2,3,3,NA,NA
#9A7FB055,71,A12121055,107,2,2,1,1,3,3,3,2,2,2,1,3,3,3,2,3,3,4,3,3,2,3,1,3,4,4,3,3,1,4,4,3,3,NA,3,4,4,4,1,1,4,2,2,4,4,3,2,NA,2,2,3,4,1,3,5,2,1,4,4,3,3,1,1,1,2,NA,3,3,3,4,2,1,3,4,2,3,4,1,4,4,4,4,3,3,1,1,2,3,4,3,2,2,2,2,1,1,1,2,2,2,3,3,3,2,2,2,2,1,2,2,2,NA,2,3,2,2,4,5,2,2,4,4,2,3,2,2,4,4,4,NA,2,4,4,1,1,2,2,2,2,1,5,5,2,2,2,4,4,4,2,2,4,4,3,3,5,1,2,1,1,2,2
#9A84F3ED,84,A12077755,4,2,2,1,1,3,3,2,3,3,1,1,5,3,1,1,5,4,4,3,3,2,2,1,4,4,4,3,3,4,4,4,2,1,2,3,4,3,3,2,2,2,3,NA,4,4,3,2,1,2,2,4,4,4,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,5,4,3,3,2,2,2,4,4,2,2,1,1,2,2,3,NA,3,NA,5,5,2,1,3,3,1,2,3,2,2,2,NA,4,4,3,3,2,2,4,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,3,4,5,4,3,3,1,4,3,NA,3,3,4,4,3,1,1,1,5
#9A875845,76,A12181460,104,2,2,1,1,3,3,2,2,5,2,1,3,3,1,3,3,5,5,3,3,2,2,2,2,2,4,3,3,1,3,3,1,1,1,4,4,3,3,1,1,2,1,1,4,5,5,2,1,1,1,3,3,1,1,1,1,2,4,1,2,4,1,1,3,2,4,1,2,4,4,3,2,1,1,1,NA,1,1,4,4,1,1,4,4,2,2,3,3,1,3,2,3,2,1,1,1,1,1,1,1,1,NA,1,3,1,1,5,2,1,5,5,1,3,3,3,2,3,3,4,4,4,5,3,2,2,3,5,5,5,2,2,4,4,3,3,2,2,3,4,4,5,5,5,3,3,5,3,3,2,2,3,1,3,3,4,4,3,2,1,1,2
#9A8CB0A6,56,A12454435,197,2,2,1,1,4,4,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,3,2,2,4,2,2,3,4,4,5,4,1,1,2,4,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,4,4,1,1,1,NA,4,4,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,4,4,NA,3,NA,NA,2,1,1,1,2,2,2,2,2,2,4,1,1,5,5
#9A8CC4D2,70,A12334212,70,3,2,3,1,5,3,2,3,3,2,1,4,3,NA,3,5,1,4,3,NA,2,2,1,2,4,4,3,3,2,4,4,1,1,5,4,NA,3,NA,1,2,2,2,2,4,4,5,2,1,2,2,3,4,5,4,2,3,1,3,1,3,3,3,1,5,3,5,3,2,1,4,3,5,1,4,4,4,2,2,3,4,4,1,4,2,2,2,3,5,3,3,2,1,3,3,NA,2,2,1,1,NA,1,5,3,2,NA,3,NA,2,1,3,3,NA,2,3,1,2,2,NA,4,4,4,3,2,2,5,3,5,1,4,4,2,4,4,2,1,2,2,1,2,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,5,3,4,4,1,5
#9A8CE0F6,53,A91145259,175,2,2,1,1,2,2,4,3,3,3,1,2,4,2,1,3,3,4,2,3,2,3,2,4,4,4,5,3,2,1,1,1,2,2,3,4,3,3,1,2,2,2,3,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,NA,3,4,1,1,1,1,2,4,3,3,NA,4,1,1,3,2,1,4,1,3,1,4,1,2,4,4,3,3,2,3,3,3,2,1,1,2,2,2,1,3,NA,1,1,5,5,2,1,1,2,1,1,2,2,2,3,1,3,3,2,3,2,2,3,4,1,3,4,2,5,4,4,3,3,2,2,2,2,1,NA,4,1,1,3,4,3,3,1,1,4,3,2,2,2,5,3,1,3,3,3
#9A90050F,60.5,A11853024,166,2,2,1,1,3,3,3,3,3,2,1,3,3,3,3,3,4,4,3,3,2,2,1,2,2,4,1,3,2,4,5,3,3,NA,NA,NA,2,2,1,2,1,2,5,4,3,5,2,NA,4,4,2,4,3,3,5,3,1,3,3,3,3,3,1,4,3,1,2,2,1,4,3,5,1,4,2,2,2,2,1,1,1,1,5,4,1,1,3,3,2,3,2,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,4,4,4,2,2,2,1,1,3,4,3,2,2,4,4,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#9A90545E,46,A12422241,194,2,2,1,1,4,2,4,3,3,2,1,3,3,3,3,3,5,5,3,3,2,2,1,4,4,4,3,3,4,1,2,1,NA,2,4,4,3,3,1,1,4,3,3,4,4,4,3,1,3,2,4,4,2,4,1,3,1,2,2,3,3,3,3,1,3,1,3,2,3,4,3,3,4,4,1,2,2,2,4,4,1,1,3,4,2,2,5,5,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,5,3,3,1,2,3,3,1,3,1,4,1,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,4,2,3,1,1,3,1,1,1,3
#9A905D57,59.5,A11938455,109,2,2,4,1,1,3,3,2,5,1,NA,3,3,5,3,3,1,4,3,3,2,2,1,4,4,4,1,3,4,2,1,2,2,NA,1,4,1,3,1,1,4,3,2,4,4,3,2,1,3,2,4,4,4,4,1,5,2,4,1,3,3,3,3,1,3,1,3,2,1,4,2,1,1,3,1,4,NA,NA,NA,NA,NA,NA,5,4,1,1,3,3,4,3,2,3,2,1,4,1,1,1,1,NA,NA,NA,NA,1,1,5,NA,2,NA,2,2,2,1,3,2,NA,1,3,NA,2,3,3,4,2,1,2,1,5,4,2,2,4,4,NA,3,2,1,3,5,2,4,2,1,5,5,5,1,3,3,2,3,NA,3,5,4,4,3,1,NA,5,5
#9A91656E,53,A12165612,188,2,2,1,1,3,3,5,1,1,2,1,3,3,3,3,3,2,2,3,4,3,2,1,2,4,4,3,3,2,3,1,3,3,NA,NA,NA,2,2,1,2,2,5,5,1,2,3,2,1,2,2,4,4,4,4,1,3,1,4,4,3,3,3,1,5,5,1,2,2,1,4,3,1,1,3,2,2,1,1,1,1,4,4,4,4,1,1,4,4,3,3,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,5,2,2,1,1,2,2,2,2,2,5,5,3,3,3,3,3,2,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,3,3,3,3,3
#9A956966,61,A12436315,164,2,NA,1,NA,NA,1,1,3,3,5,NA,NA,NA,4,3,3,4,4,3,3,4,5,1,2,NA,4,1,3,2,2,4,1,5,3,4,1,2,2,1,NA,NA,4,4,4,4,NA,2,1,2,NA,2,NA,2,4,2,3,2,2,4,3,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,2,1,3,3,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,3,NA,NA,NA,2,2,NA,2,NA,3,3,4,4,5,5,4,4,4,4,2,2,2,4,NA,1,2,2,1,1,4,4,2,NA,5,5,5,5,2,2,1,2,2,2,2,2,2,4,3,2,3,2,2
#9A95838C,89,A12330860,1,2,2,1,NA,3,3,3,3,NA,1,1,3,3,1,3,5,4,4,3,NA,2,2,1,4,4,4,3,3,1,1,1,1,1,2,4,4,3,3,2,2,2,3,3,4,5,5,2,1,2,NA,4,4,4,4,2,3,2,3,1,3,4,5,5,3,3,NA,2,2,1,4,3,1,1,4,4,4,2,5,4,4,1,1,4,2,2,2,5,5,3,3,2,2,2,4,4,3,5,1,1,1,1,4,4,3,3,3,3,2,2,3,NA,4,3,3,2,2,2,2,1,1,3,3,2,2,4,3,5,5,5,3,2,4,NA,3,3,2,2,1,5,5,2,2,4,4,4,1,3,3,4,3,3,3,3,3,4,4,3,4,4,5,5
